"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
197,"CapPass",175.74,-174.7,"Trend",1.006,1165.47,1168.45,197,"B-3","Alloy 617","Plate",314626
198,"CapPass",173.03,-174.3,"Trend",0.993,1171.45,1174.42,198,"B-3","Alloy 617","Plate",314626
199,"CapPass",175.70,-177.2,"Trend",0.992,1177.42,1180.36,199,"B-3","Alloy 617","Plate",314626
200,"CapPass",162.97,-178.1,"Trend",0.915,1183.39,1186.34,200,"B-3","Alloy 617","Plate",314626
201,"CapPass",168.76,-175.8,"Trend",0.960,1189.28,1192.31,201,"B-3","Alloy 617","Plate",314626
202,"CapPass",168.04,-177.1,"Trend",0.949,1195.34,1198.29,202,"B-3","Alloy 617","Plate",314626
203,"CapPass",169.92,-175.7,"Trend",0.967,1201.31,1204.26,203,"B-3","Alloy 617","Plate",314626
204,"CapPass",172.10,-177.0,"Trend",0.972,1207.26,1210.23,204,"B-3","Alloy 617","Plate",314626
205,"CapPass",171.64,-178.3,"Trend",0.962,1213.25,1216.20,205,"B-3","Alloy 617","Plate",314626
206,"CapPass",172.34,-175.2,"Trend",0.984,1219.22,1222.17,206,"B-3","Alloy 617","Plate",314626
207,"CapPass",174.88,-164.3,"Trend",1.065,1225.18,1227.73,207,"B-3","Alloy 617","Plate",314626
208,"CapPass",173.35,-177.9,"Trend",0.974,1231.12,1234.00,208,"B-3","Alloy 617","Plate",314626
209,"CapPass",162.52,-169.4,"Trend",0.960,1236.64,1240.07,209,"B-3","Alloy 617","Plate",314626
210,"CapPass",174.36,-170.6,"Trend",1.022,1243.07,1246.06,210,"B-3","Alloy 617","Plate",314626
211,"CapPass",173.91,-171.7,"Trend",1.013,1249.04,1252.03,211,"B-3","Alloy 617","Plate",314626
212,"CapPass",173.29,-173.7,"Trend",0.998,1255.03,1257.98,212,"B-3","Alloy 617","Plate",314626
213,"CapPass",173.97,-173.5,"Trend",1.003,1261.00,1263.97,213,"B-3","Alloy 617","Plate",314626
214,"CapPass",175.52,-172.3,"Trend",1.019,1266.97,1269.93,214,"B-3","Alloy 617","Plate",314626
215,"CapPass",175.72,-171.5,"Trend",1.025,1272.93,1275.90,215,"B-3","Alloy 617","Plate",314626
216,"CapPass",176.27,-171.8,"Trend",1.026,1278.90,1281.87,216,"B-3","Alloy 617","Plate",314626
217,"CapPass",176.04,-173.0,"Trend",1.018,1284.87,1287.84,217,"B-3","Alloy 617","Plate",314626
218,"CapPass",177.44,-172.9,"Trend",1.026,1290.84,1293.82,218,"B-3","Alloy 617","Plate",314626
219,"CapPass",176.36,-172.8,"Trend",1.021,1296.81,1299.79,219,"B-3","Alloy 617","Plate",314626
220,"CapPass",175.86,-164.5,"Trend",1.069,1302.78,1305.31,220,"B-3","Alloy 617","Plate",314626
221,"CapPass",176.33,-173.5,"Trend",1.016,1308.72,1311.64,221,"B-3","Alloy 617","Plate",314626
222,"CapPass",166.10,-176.6,"Trend",0.940,1314.72,1317.67,222,"B-3","Alloy 617","Plate",314626
223,"CapPass",169.37,-175.4,"Trend",0.966,1320.68,1323.65,223,"B-3","Alloy 617","Plate",314626
224,"CapPass",173.23,-174.5,"Trend",0.993,1326.65,1329.62,224,"B-3","Alloy 617","Plate",314626
225,"CapPass",174.72,-172.8,"Trend",1.011,1332.61,1335.61,225,"B-3","Alloy 617","Plate",314626
226,"CapPass",174.25,-174.5,"Trend",0.998,1338.59,1341.57,226,"B-3","Alloy 617","Plate",314626
227,"CapPass",174.60,-173.8,"Trend",1.004,1344.57,1347.54,227,"B-3","Alloy 617","Plate",314626
228,"CapPass",174.41,-168.1,"Trend",1.037,1350.51,1353.53,228,"B-3","Alloy 617","Plate",314626
229,"CapPass",171.64,-171.5,"Trend",1.001,1356.50,1359.50,229,"B-3","Alloy 617","Plate",314626
230,"CapPass",171.40,-174.4,"Trend",0.983,1362.50,1365.47,230,"B-3","Alloy 617","Plate",314626
