"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
143,"CapPass",160.86,-164.4,"Trend",0.979,848.00,851.00,143,"F-12","Alloy 617","Plate",314626
144,"CapPass",160.51,-164.6,"Trend",0.975,854.00,857.00,144,"F-12","Alloy 617","Plate",314626
145,"CapPass",160.89,-164.5,"Trend",0.978,860.00,863.01,145,"F-12","Alloy 617","Plate",314626
146,"CapPass",160.71,-164.3,"Trend",0.978,866.01,869.01,146,"F-12","Alloy 617","Plate",314626
147,"CapPass",161.13,-163.4,"Trend",0.986,872.02,875.02,147,"F-12","Alloy 617","Plate",314626
148,"CapPass",160.41,-164.4,"Trend",0.976,878.03,881.03,148,"F-12","Alloy 617","Plate",314626
149,"CapPass",161.43,-164.4,"Trend",0.982,884.03,887.03,149,"F-12","Alloy 617","Plate",314626
150,"CapPass",160.38,-163.9,"Trend",0.979,890.04,893.04,150,"F-12","Alloy 617","Plate",314626
151,"CapPass",160.99,-163.9,"Trend",0.982,896.04,899.05,151,"F-12","Alloy 617","Plate",314626
152,"CapPass",160.31,-164.7,"Trend",0.974,902.05,905.05,152,"F-12","Alloy 617","Plate",314626
153,"CapPass",160.27,-164.3,"Trend",0.975,908.05,911.05,153,"F-12","Alloy 617","Plate",314626
154,"CapPass",160.52,-163.6,"Trend",0.981,914.06,917.07,154,"F-12","Alloy 617","Plate",314626
155,"CapPass",161.07,-164.2,"Trend",0.981,920.06,923.07,155,"F-12","Alloy 617","Plate",314626
156,"CapPass",161.00,-164.2,"Trend",0.980,926.07,929.08,156,"F-12","Alloy 617","Plate",314626
157,"CapPass",160.74,-164.5,"Trend",0.977,932.08,935.08,157,"F-12","Alloy 617","Plate",314626
158,"CapPass",160.94,-164.1,"Trend",0.981,938.08,941.09,158,"F-12","Alloy 617","Plate",314626
159,"CapPass",161.18,-164.1,"Trend",0.982,944.09,947.09,159,"F-12","Alloy 617","Plate",314626
160,"CapPass",160.58,-164.6,"Trend",0.975,950.10,953.10,160,"F-12","Alloy 617","Plate",314626
161,"CapPass",160.40,-165.4,"Trend",0.970,956.10,959.10,161,"F-12","Alloy 617","Plate",314626
162,"CapPass",161.62,-164.1,"Trend",0.985,962.10,965.11,162,"F-12","Alloy 617","Plate",314626
163,"CapPass",161.04,-164.8,"Trend",0.977,968.12,971.11,163,"F-12","Alloy 617","Plate",314626
164,"CapPass",160.58,-164.5,"Trend",0.976,974.12,977.13,164,"F-12","Alloy 617","Plate",314626
165,"CapPass",159.71,-164.2,"Trend",0.972,980.12,983.13,165,"F-12","Alloy 617","Plate",314626
166,"CapPass",160.63,-164.4,"Trend",0.977,986.13,989.13,166,"F-12","Alloy 617","Plate",314626
167,"CapPass",160.74,-164.6,"Trend",0.977,992.14,995.14,167,"F-12","Alloy 617","Plate",314626
168,"CapPass",160.96,-164.6,"Trend",0.978,998.14,1001.15,168,"F-12","Alloy 617","Plate",314626
169,"CapPass",160.89,-165.3,"Trend",0.973,1004.15,1007.15,169,"F-12","Alloy 617","Plate",314626
170,"CapPass",160.31,-164.2,"Trend",0.976,1010.15,1013.16,170,"F-12","Alloy 617","Plate",314626
171,"CapPass",161.02,-164.7,"Trend",0.978,1016.16,1019.17,171,"F-12","Alloy 617","Plate",314626
172,"CapPass",161.31,-164.8,"Trend",0.979,1022.17,1025.17,172,"F-12","Alloy 617","Plate",314626
173,"CapPass",160.66,-163.9,"Trend",0.980,1028.17,1031.17,173,"F-12","Alloy 617","Plate",314626
174,"CapPass",161.18,-164.8,"Trend",0.978,1034.17,1037.18,174,"F-12","Alloy 617","Plate",314626
175,"CapPass",160.62,-164.4,"Trend",0.977,1040.18,1043.19,175,"F-12","Alloy 617","Plate",314626
176,"CapPass",160.65,-164.4,"Trend",0.977,1046.19,1049.19,176,"F-12","Alloy 617","Plate",314626
177,"CapPass",160.60,-165.0,"Trend",0.973,1052.20,1055.20,177,"F-12","Alloy 617","Plate",314626
178,"CapPass",160.05,-165.3,"Trend",0.968,1058.20,1061.21,178,"F-12","Alloy 617","Plate",314626
179,"CapPass",160.61,-164.1,"Trend",0.979,1064.20,1067.21,179,"F-12","Alloy 617","Plate",314626
180,"CapPass",160.56,-164.4,"Trend",0.977,1070.22,1073.21,180,"F-12","Alloy 617","Plate",314626
181,"CapPass",160.90,-163.3,"Trend",0.985,1076.22,1079.22,181,"F-12","Alloy 617","Plate",314626
182,"CapPass",160.83,-164.2,"Trend",0.979,1082.23,1085.23,182,"F-12","Alloy 617","Plate",314626
183,"CapPass",160.41,-164.2,"Trend",0.977,1088.23,1091.23,183,"F-12","Alloy 617","Plate",314626
184,"CapPass",160.48,-164.1,"Trend",0.978,1094.24,1097.24,184,"F-12","Alloy 617","Plate",314626
