Cycle,Data State,Max Stress Mpa,Min Stress Mpa,Qual State,Stress Ratio,Time Max Stress Sec,Time Min Stress Sec,Count,Sample,Alloy,Material_Form,Heat
213,CapPass,171.7,-171.90,Trend,0.999,1269.87,1272.87,213,A-20,Alloy 617,Plate,314626
214,CapPass,164.05,-168.80,Trend,0.972,1275.87,1278.9,214,A-20,Alloy 617,Plate,314626
215,CapPass,167.7,-173.20,Trend,0.968,1281.9,1284.9,215,A-20,Alloy 617,Plate,314626
216,CapPass,167.03,-169.20,Trend,0.987,1287.9,1290.93,216,A-20,Alloy 617,Plate,314626
217,CapPass,165.1,-172.00,Trend,0.96,1293.93,1296.9,217,A-20,Alloy 617,Plate,314626
218,CapPass,166.37,-168.20,Trend,0.989,1299.93,1302.93,218,A-20,Alloy 617,Plate,314626
219,CapPass,169.43,-169.40,Trend,1,1305.93,1308.96,219,A-20,Alloy 617,Plate,314626
220,CapPass,165.63,-168.50,Trend,0.983,1311.96,1315,220,A-20,Alloy 617,Plate,314626
221,CapPass,168.18,-169.10,Trend,0.995,1317.96,1321,221,A-20,Alloy 617,Plate,314626
222,CapPass,170.08,-169.50,Trend,1.004,1323.96,1327,222,A-20,Alloy 617,Plate,314626
223,CapPass,169.25,-169.20,Trend,1,1330,1333.03,223,A-20,Alloy 617,Plate,314626
224,CapPass,166.11,-167.20,Trend,0.994,1336.03,1339.03,224,A-20,Alloy 617,Plate,314626
225,CapPass,171.61,-170.20,Trend,1.008,1342.03,1345.03,225,A-20,Alloy 617,Plate,314626
226,CapPass,166.14,-165.70,Trend,1.003,1348.06,1351.06,226,A-20,Alloy 617,Plate,314626
227,CapPass,173.52,-169.70,Trend,1.023,1354.06,1357.06,227,A-20,Alloy 617,Plate,314626
228,CapPass,171.93,-170.20,Trend,1.01,1360.06,1363.09,228,A-20,Alloy 617,Plate,314626
229,CapPass,168.69,-167.60,Trend,1.006,1366.09,1369.09,229,A-20,Alloy 617,Plate,314626
230,CapPass,169.95,-169.80,Trend,1.001,1372.09,1375.09,230,A-20,Alloy 617,Plate,314626
231,CapPass,171.55,-165.60,Trend,1.036,1378.09,1381.12,231,A-20,Alloy 617,Plate,314626
